# SYNTHETIC MRU DATA - generated by generate_sample_mru.py (NOT measured).
# seed=20240705 fs=4.0Hz duration=1800.0s Hs=3.5m Tp=11.0s gamma=2.5
time_s,heave_m,pitch_deg
4.177500e+02,1.609904e+00,1.587600e+00
4.180000e+02,1.744137e+00,1.348976e+00
4.182500e+02,1.844954e+00,1.128493e+00
4.185000e+02,1.905944e+00,9.295518e-01
4.187500e+02,1.921714e+00,7.543550e-01
4.190000e+02,1.888161e+00,6.039128e-01
4.192500e+02,1.802715e+00,4.778943e-01
4.195000e+02,1.664594e+00,3.744058e-01
4.197500e+02,1.475023e+00,2.898590e-01
4.200000e+02,1.237362e+00,2.191019e-01
4.202500e+02,9.570258e-01,1.559135e-01
4.205000e+02,6.411779e-01,9.383674e-02
4.207500e+02,2.982118e-01,2.717703e-02
4.210000e+02,-6.285166e-02,-4.810067e-02
4.212500e+02,-4.328985e-01,-1.338509e-01
4.215000e+02,-8.030529e-01,-2.297802e-01
4.217500e+02,-1.164759e+00,-3.340383e-01
4.220000e+02,-1.509669e+00,-4.441876e-01
4.222500e+02,-1.829487e+00,-5.582371e-01
4.225000e+02,-2.115910e+00,-6.754000e-01
4.227500e+02,-2.360801e+00,-7.963205e-01
4.230000e+02,-2.556587e+00,-9.226916e-01
4.232500e+02,-2.696806e+00,-1.056383e+00
4.235000e+02,-2.776667e+00,-1.198354e+00
4.237500e+02,-2.793465e+00,-1.347684e+00
4.240000e+02,-2.746765e+00,-1.501009e+00
4.242500e+02,-2.638351e+00,-1.652518e+00
4.245000e+02,-2.471970e+00,-1.794491e+00
4.247500e+02,-2.252972e+00,-1.918224e+00
4.250000e+02,-1.987908e+00,-2.015102e+00
4.252500e+02,-1.684147e+00,-2.077581e+00
4.255000e+02,-1.349509e+00,-2.099905e+00
4.257500e+02,-9.919307e-01,-2.078489e+00
4.260000e+02,-6.191432e-01,-2.011993e+00
4.262500e+02,-2.383989e-01,-1.901166e+00
4.265000e+02,1.437315e-01,-1.748579e+00
4.267500e+02,5.214486e-01,-1.558330e+00
4.270000e+02,8.896761e-01,-1.335754e+00
4.272500e+02,1.243875e+00,-1.087166e+00
4.275000e+02,1.579749e+00,-8.195803e-01
4.277500e+02,1.892913e+00,-5.403985e-01
4.280000e+02,2.178591e+00,-2.570459e-01
4.282500e+02,2.431449e+00,2.342431e-02
4.285000e+02,2.645618e+00,2.947042e-01
4.287500e+02,2.814957e+00,5.515172e-01
4.290000e+02,2.933533e+00,7.897587e-01
4.292500e+02,2.996238e+00,1.006466e+00
4.295000e+02,2.999407e+00,1.199641e+00
4.297500e+02,2.941292e+00,1.367996e+00
4.300000e+02,2.822273e+00,1.510721e+00
4.302500e+02,2.644744e+00,1.627347e+00
4.305000e+02,2.412738e+00,1.717778e+00
4.307500e+02,2.131426e+00,1.782438e+00
4.310000e+02,1.806664e+00,1.822493e+00
4.312500e+02,1.444725e+00,1.839993e+00
4.315000e+02,1.052296e+00,1.837849e+00
4.317500e+02,6.366596e-01,1.819568e+00
4.320000e+02,2.059161e-01,1.788755e+00
4.322500e+02,-2.309202e-01,1.748467e+00
4.325000e+02,-6.640911e-01,1.700568e+00
4.327500e+02,-1.083540e+00,1.645222e+00
4.330000e+02,-1.479537e+00,1.580661e+00
4.332500e+02,-1.843302e+00,1.503302e+00
4.335000e+02,-2.167443e+00,1.408203e+00
4.337500e+02,-2.446100e+00,1.289812e+00
4.340000e+02,-2.674784e+00,1.142890e+00
4.342500e+02,-2.850045e+00,9.634678e-01
4.345000e+02,-2.969118e+00,7.496908e-01
4.347500e+02,-3.029716e+00,5.024083e-01
4.350000e+02,-3.030062e+00,2.253983e-01
4.352500e+02,-2.969144e+00,-7.481494e-02
4.355000e+02,-2.847083e+00,-3.895239e-01
4.357500e+02,-2.665503e+00,-7.086727e-01
4.360000e+02,-2.427746e+00,-1.021797e+00
4.362500e+02,-2.138898e+00,-1.318894e+00
4.365000e+02,-1.805594e+00,-1.591070e+00
4.367500e+02,-1.435690e+00,-1.830912e+00
4.370000e+02,-1.037881e+00,-2.032596e+00
4.372500e+02,-6.213478e-01,-2.191835e+00
4.375000e+02,-1.955026e-01,-2.305768e+00
4.377500e+02,2.301735e-01,-2.372875e+00
4.380000e+02,6.462151e-01,-2.392924e+00
4.382500e+02,1.043246e+00,-2.366913e+00
4.385000e+02,1.412107e+00,-2.296913e+00
4.387500e+02,1.744081e+00,-2.185780e+00
4.390000e+02,2.031240e+00,-2.036761e+00
4.392500e+02,2.266857e+00,-1.853072e+00
4.395000e+02,2.445824e+00,-1.637602e+00
4.397500e+02,2.564956e+00,-1.392840e+00
4.400000e+02,2.623098e+00,-1.121078e+00
4.402500e+02,2.621008e+00,-8.248377e-01
4.405000e+02,2.561026e+00,-5.073738e-01
4.407500e+02,2.446652e+00,-1.731118e-01
4.410000e+02,2.282136e+00,1.721152e-01
4.412500e+02,2.072215e+00,5.210767e-01
4.415000e+02,1.822031e+00,8.653771e-01
4.417500e+02,1.537221e+00,1.195834e+00
4.420000e+02,1.224070e+00,1.502920e+00
4.422500e+02,8.896379e-01,1.777229e+00
4.425000e+02,5.417464e-01,2.009946e+00
4.427500e+02,1.888192e-01,2.193333e+00
4.430000e+02,-1.604016e-01,2.321245e+00
4.432500e+02,-4.971796e-01,2.389608e+00
4.435000e+02,-8.130771e-01,2.396807e+00
4.437500e+02,-1.100184e+00,2.343889e+00
4.440000e+02,-1.351299e+00,2.234502e+00
4.442500e+02,-1.560107e+00,2.074573e+00
4.445000e+02,-1.721413e+00,1.871752e+00
4.447500e+02,-1.831429e+00,1.634703e+00
4.450000e+02,-1.888079e+00,1.372349e+00
4.452500e+02,-1.891237e+00,1.093160e+00
4.455000e+02,-1.842823e+00,8.045609e-01
4.457500e+02,-1.746685e+00,5.125387e-01
4.460000e+02,-1.608299e+00,2.214998e-01
4.462500e+02,-1.434325e+00,-6.557609e-02
4.465000e+02,-1.232120e+00,-3.466944e-01
4.467500e+02,-1.009292e+00,-6.201915e-01
4.470000e+02,-7.733508e-01,-8.840209e-01
4.472500e+02,-5.314712e-01,-1.135181e+00
4.475000e+02,-2.903558e-01,-1.369466e+00
4.477500e+02,-5.616222e-02,-1.581638e+00
4.480000e+02,1.655321e-01,-1.765962e+00
4.482500e+02,3.697547e-01,-1.916926e+00
4.485000e+02,5.521682e-01,-2.029872e+00
4.487500e+02,7.091240e-01,-2.101324e+00
4.490000e+02,8.377466e-01,-2.128901e+00
4.492500e+02,9.360470e-01,-2.110913e+00
4.495000e+02,1.003038e+00,-2.045874e+00
4.497500e+02,1.038808e+00,-1.932205e+00
4.500000e+02,1.044503e+00,-1.768356e+00
4.502500e+02,1.022175e+00,-1.553358e+00
4.505000e+02,9.745264e-01,-1.287673e+00
4.507500e+02,9.045908e-01,-9.740633e-01
4.510000e+02,8.154497e-01,-6.181698e-01
4.512500e+02,7.100786e-01,-2.286360e-01
4.515000e+02,5.913570e-01,1.832659e-01
4.517500e+02,4.622202e-01,6.043788e-01
4.520000e+02,3.258567e-01,1.020578e+00
4.522500e+02,1.858358e-01,1.417678e+00
4.525000e+02,4.607227e-02,1.782216e+00
4.527500e+02,-8.939147e-02,2.102091e+00
4.530000e+02,-2.167225e-01,2.367050e+00
4.532500e+02,-3.326337e-01,2.569055e+00
4.535000e+02,-4.345962e-01,2.702470e+00
4.537500e+02,-5.208577e-01,2.764040e+00
4.540000e+02,-5.902806e-01,2.752629e+00
4.542500e+02,-6.420915e-01,2.668785e+00
4.545000e+02,-6.756677e-01,2.514275e+00
4.547500e+02,-6.904629e-01,2.291770e+00
4.550000e+02,-6.861095e-01,2.004835e+00
4.552500e+02,-6.626530e-01,1.658233e+00
4.555000e+02,-6.208191e-01,1.258401e+00
4.557500e+02,-5.622021e-01,8.138545e-01
4.560000e+02,-4.892958e-01,3.352349e-01
4.562500e+02,-4.053483e-01,-1.651209e-01
4.565000e+02,-3.140749e-01,-6.740644e-01
4.567500e+02,-2.193000e-01,-1.178720e+00
4.570000e+02,-1.245986e-01,-1.667429e+00
4.572500e+02,-3.299052e-02,-2.130229e+00
4.575000e+02,5.327953e-02,-2.558742e+00
4.577500e+02,1.328603e-01,-2.945517e+00
4.580000e+02,2.053013e-01,-3.283136e+00
4.582500e+02,2.709425e-01,-3.563437e+00
4.585000e+02,3.306941e-01,-3.777195e+00
4.587500e+02,3.857356e-01,-3.914427e+00
4.590000e+02,4.371928e-01,-3.965282e+00
4.592500e+02,4.858639e-01,-3.921309e+00
4.595000e+02,5.320617e-01,-3.776765e+00
4.597500e+02,5.755995e-01,-3.529654e+00
4.600000e+02,6.158994e-01,-3.182259e+00
4.602500e+02,6.521534e-01,-2.741097e+00
4.605000e+02,6.834492e-01,-2.216331e+00
4.607500e+02,7.087963e-01,-1.620850e+00
4.610000e+02,7.270358e-01,-9.692474e-01
4.612500e+02,7.366854e-01,-2.769390e-01
4.615000e+02,7.358126e-01,4.403957e-01
4.617500e+02,7.220370e-01,1.167003e+00
4.620000e+02,6.927212e-01,1.886944e+00
4.622500e+02,6.453400e-01,2.583873e+00
4.625000e+02,5.779456e-01,3.240934e+00
4.627500e+02,4.895976e-01,3.840982e+00
4.630000e+02,3.806282e-01,4.367205e+00
4.632500e+02,2.526568e-01,4.804078e+00
4.635000e+02,1.083513e-01,5.138467e+00
4.637500e+02,-4.898756e-02,5.360614e+00
4.640000e+02,-2.158796e-01,5.464794e+00
4.642500e+02,-3.890105e-01,5.449520e+00
4.645000e+02,-5.653587e-01,5.317338e+00
4.647500e+02,-7.420764e-01,5.074320e+00
4.650000e+02,-9.161869e-01,4.729413e+00
4.652500e+02,-1.084235e+00,4.293758e+00
4.655000e+02,-1.242047e+00,3.780010e+00
4.657500e+02,-1.384727e+00,3.201637e+00
4.660000e+02,-1.506931e+00,2.572194e+00
4.662500e+02,-1.603336e+00,1.904598e+00
4.665000e+02,-1.669191e+00,1.210506e+00
4.667500e+02,-1.700730e+00,4.999625e-01
4.670000e+02,-1.695362e+00,-2.185995e-01
4.672500e+02,-1.651586e+00,-9.379689e-01
4.675000e+02,-1.568730e+00,-1.651500e+00
4.677500e+02,-1.446677e+00,-2.352375e+00
4.680000e+02,-1.285770e+00,-3.032989e+00
4.682500e+02,-1.086967e+00,-3.684577e+00
4.685000e+02,-8.522379e-01,-4.297112e+00
4.687500e+02,-5.850305e-01,-4.859389e+00
4.690000e+02,-2.906103e-01,-5.359246e+00
4.692500e+02,2.391912e-02,-5.783861e+00
4.695000e+02,3.499672e-01,-6.120232e+00
4.697500e+02,6.780966e-01,-6.355891e+00
4.700000e+02,9.987582e-01,-6.479934e+00
4.702500e+02,1.302907e+00,-6.484247e+00
4.705000e+02,1.582359e+00,-6.364686e+00
4.707500e+02,1.829898e+00,-6.121859e+00
4.710000e+02,2.039247e+00,-5.761204e+00
4.712500e+02,2.205092e+00,-5.292261e+00
4.715000e+02,2.323288e+00,-4.727298e+00
4.717500e+02,2.391229e+00,-4.079678e+00
4.720000e+02,2.408268e+00,-3.362470e+00
4.722500e+02,2.375936e+00,-2.587676e+00
4.725000e+02,2.297798e+00,-1.766219e+00
4.727500e+02,2.178879e+00,-9.085460e-01
4.730000e+02,2.024789e+00,-2.546328e-02
4.732500e+02,1.840817e+00,8.711724e-01
4.735000e+02,1.631278e+00,1.768189e+00
4.737500e+02,1.399323e+00,2.651296e+00
4.740000e+02,1.147228e+00,3.505574e+00
4.742500e+02,8.769837e-01,4.316011e+00
4.745000e+02,5.909277e-01,5.067868e+00
4.747500e+02,2.921487e-01,5.746827e+00
4.750000e+02,-1.547030e-02,6.339011e+00
4.752500e+02,-3.275337e-01,6.831075e+00
4.755000e+02,-6.395623e-01,7.210499e+00
4.757500e+02,-9.473478e-01,7.466124e+00
4.760000e+02,-1.247063e+00,7.588834e+00
4.762500e+02,-1.535089e+00,7.572217e+00
4.765000e+02,-1.807654e+00,7.413055e+00
4.767500e+02,-2.060455e+00,7.111570e+00
4.770000e+02,-2.288421e+00,6.671486e+00
4.772500e+02,-2.485743e+00,6.099991e+00
4.775000e+02,-2.646148e+00,5.407676e+00
4.777500e+02,-2.763356e+00,4.608467e+00
4.780000e+02,-2.831611e+00,3.719465e+00
4.782500e+02,-2.846194e+00,2.760608e+00
4.785000e+02,-2.803849e+00,1.754051e+00
4.787500e+02,-2.703099e+00,7.233147e-01
4.790000e+02,-2.544417e+00,-3.077421e-01
4.792500e+02,-2.330244e+00,-1.315941e+00
4.795000e+02,-2.064821e+00,-2.279676e+00
4.797500e+02,-1.753875e+00,-3.179579e+00
4.800000e+02,-1.404196e+00,-3.998932e+00
4.802500e+02,-1.023238e+00,-4.723853e+00
4.805000e+02,-6.188329e-01,-5.343279e+00
4.807500e+02,-1.991170e-01,-5.848808e+00
4.810000e+02,2.273698e-01,-6.234456e+00
4.812500e+02,6.515060e-01,-6.496422e+00
4.815000e+02,1.063507e+00,-6.632987e+00
4.817500e+02,1.453089e+00,-6.644651e+00
4.820000e+02,1.809950e+00,-6.534530e+00
4.822500e+02,2.124489e+00,-6.308906e+00
4.825000e+02,2.388607e+00,-5.977680e+00
4.827500e+02,2.596348e+00,-5.554405e+00
4.830000e+02,2.744227e+00,-5.055673e+00
4.832500e+02,2.831155e+00,-4.499810e+00
4.835000e+02,2.858059e+00,-3.905133e+00
4.837500e+02,2.827341e+00,-3.288216e+00
4.840000e+02,2.742376e+00,-2.662686e+00
4.842500e+02,2.607165e+00,-2.038890e+00
4.845000e+02,2.426178e+00,-1.424457e+00
4.847500e+02,2.204325e+00,-8.254393e-01
4.850000e+02,1.946962e+00,-2.474775e-01
4.852500e+02,1.659855e+00,3.035084e-01
4.855000e+02,1.349084e+00,8.213936e-01
4.857500e+02,1.020931e+00,1.300586e+00
4.860000e+02,6.818006e-01,1.737025e+00
4.862500e+02,3.382213e-01,2.128932e+00
4.865000e+02,-3.118488e-03,2.476912e+00
4.867500e+02,-3.353595e-01,2.783347e+00
4.870000e+02,-6.515734e-01,3.051309e+00
4.872500e+02,-9.450190e-01,3.283455e+00
4.875000e+02,-1.209517e+00,3.481300e+00
4.877500e+02,-1.439848e+00,3.645090e+00
4.880000e+02,-1.632039e+00,3.774153e+00
4.882500e+02,-1.783452e+00,3.867471e+00
4.885000e+02,-1.892662e+00,3.924087e+00
4.887500e+02,-1.959178e+00,3.943196e+00
4.890000e+02,-1.983148e+00,3.923918e+00
4.892500e+02,-1.965173e+00,3.865010e+00
4.895000e+02,-1.906279e+00,3.764764e+00
4.897500e+02,-1.808067e+00,3.621284e+00
4.900000e+02,-1.672929e+00,3.433092e+00
4.902500e+02,-1.504258e+00,3.199870e+00
4.905000e+02,-1.306548e+00,2.923046e+00
4.907500e+02,-1.085365e+00,2.606030e+00
4.910000e+02,-8.472183e-01,2.254048e+00
4.912500e+02,-5.993733e-01,1.873691e+00
4.915000e+02,-3.496404e-01,1.472386e+00
4.917500e+02,-1.061457e-01,1.057954e+00
4.920000e+02,1.229585e-01,6.383102e-01
4.922500e+02,3.298846e-01,2.212567e-01
4.925000e+02,5.077122e-01,-1.857214e-01
4.927500e+02,6.509556e-01,-5.757277e-01
4.930000e+02,7.560884e-01,-9.427607e-01
4.932500e+02,8.218908e-01,-1.281958e+00
4.935000e+02,8.495076e-01,-1.589676e+00
4.937500e+02,8.421712e-01,-1.863372e+00
4.940000e+02,8.046387e-01,-2.101360e+00
4.942500e+02,7.424717e-01,-2.302604e+00
4.945000e+02,6.613316e-01,-2.466669e+00
4.947500e+02,5.664475e-01,-2.593902e+00
4.950000e+02,4.623542e-01,-2.685742e+00
4.952500e+02,3.529068e-01,-2.744980e+00
4.955000e+02,2.414992e-01,-2.775784e+00
4.957500e+02,1.313601e-01,-2.783358e+00
4.960000e+02,2.579549e-02,-2.773297e+00
4.962500e+02,-7.171923e-02,-2.750781e+00
4.965000e+02,-1.576315e-01,-2.719827e+00
4.967500e+02,-2.285597e-01,-2.682761e+00
4.970000e+02,-2.816198e-01,-2.639997e+00
4.972500e+02,-3.147383e-01,-2.590078e+00
4.975000e+02,-3.268715e-01,-2.529916e+00
4.977500e+02,-3.180879e-01,-2.455148e+00
4.980000e+02,-2.895152e-01,-2.360593e+00
4.982500e+02,-2.431852e-01,-2.240805e+00
4.985000e+02,-1.818278e-01,-2.090718e+00
4.987500e+02,-1.086582e-01,-1.906304e+00
4.990000e+02,-2.718113e-02,-1.685123e+00
4.992500e+02,5.898578e-02,-1.426634e+00
4.995000e+02,1.462808e-01,-1.132184e+00
4.997500e+02,2.313694e-01,-8.047344e-01
5.000000e+02,3.113117e-01,-4.484738e-01
5.002500e+02,3.837043e-01,-6.849343e-02
5.005000e+02,4.467637e-01,3.293277e-01
5.007500e+02,4.993333e-01,7.382470e-01
5.010000e+02,5.408151e-01,1.150528e+00
5.012500e+02,5.710616e-01,1.557461e+00
5.015000e+02,5.902765e-01,1.949677e+00
5.017500e+02,5.989677e-01,2.317760e+00
5.020000e+02,5.979595e-01,2.652986e+00
5.022500e+02,5.884295e-01,2.947956e+00
5.025000e+02,5.718962e-01,3.196883e+00
5.027500e+02,5.500863e-01,3.395502e+00
5.030000e+02,5.246450e-01,3.540703e+00
5.032500e+02,4.967286e-01,3.630126e+00
5.035000e+02,4.665890e-01,3.661963e+00
5.037500e+02,4.333024e-01,3.635051e+00
5.040000e+02,3.947797e-01,3.549203e+00
5.042500e+02,3.481182e-01,3.405569e+00
5.045000e+02,2.902415e-01,3.206832e+00
5.047500e+02,2.186672e-01,2.957145e+00
5.050000e+02,1.321787e-01,2.661862e+00
5.052500e+02,3.120179e-02,2.327229e+00
5.055000e+02,-8.222931e-02,1.960187e+00
5.057500e+02,-2.048922e-01,1.568330e+00
5.060000e+02,-3.330367e-01,1.159891e+00
5.062500e+02,-4.630642e-01,7.435833e-01
5.065000e+02,-5.920144e-01,3.281331e-01
5.067500e+02,-7.177229e-01,-7.846570e-02
5.070000e+02,-8.386375e-01,-4.697544e-01
5.072500e+02,-9.533918e-01,-8.413409e-01
5.075000e+02,-1.060304e+00,-1.190884e+00
5.077500e+02,-1.156981e+00,-1.517468e+00
5.080000e+02,-1.240148e+00,-1.820590e+00
5.082500e+02,-1.305758e+00,-2.099155e+00
5.085000e+02,-1.349341e+00,-2.350912e+00
5.087500e+02,-1.366502e+00,-2.572539e+00
5.090000e+02,-1.353463e+00,-2.760300e+00
5.092500e+02,-1.307521e+00,-2.910917e+00
5.095000e+02,-1.227368e+00,-3.022236e+00
5.097500e+02,-1.113207e+00,-3.093359e+00
5.100000e+02,-9.666697e-01,-3.124242e+00
5.102500e+02,-7.905807e-01,-3.115008e+00
5.105000e+02,-5.886284e-01,-3.065367e+00
5.107500e+02,-3.650551e-01,-2.974475e+00
5.110000e+02,-1.244582e-01,-2.841318e+00
5.112500e+02,1.282280e-01,-2.665417e+00
5.115000e+02,3.875723e-01,-2.447515e+00
5.117500e+02,6.473840e-01,-2.189913e+00
5.120000e+02,9.004918e-01,-1.896350e+00
5.122500e+02,1.138723e+00,-1.571551e+00
5.125000e+02,1.353204e+00,-1.220750e+00
5.127500e+02,1.534993e+00,-8.494640e-01
5.130000e+02,1.675956e+00,-4.636248e-01
5.132500e+02,1.769686e+00,-6.993562e-02
5.135000e+02,1.812226e+00,3.238364e-01
5.137500e+02,1.802436e+00,7.089119e-01
5.140000e+02,1.741916e+00,1.075998e+00
5.142500e+02,1.634561e+00,1.416100e+00
5.145000e+02,1.485921e+00,1.721339e+00
5.147500e+02,1.302537e+00,1.985481e+00
5.150000e+02,1.091451e+00,2.204020e+00
5.152500e+02,8.598967e-01,2.373921e+00
5.155000e+02,6.151749e-01,2.493274e+00
5.157500e+02,3.645736e-01,2.561155e+00
5.160000e+02,1.152514e-01,2.577794e+00
5.162500e+02,-1.259697e-01,2.544968e+00
5.165000e+02,-3.528729e-01,2.466326e+00
5.167500e+02,-5.600945e-01,2.347336e+00
5.170000e+02,-7.432656e-01,2.194761e+00
5.172500e+02,-8.990101e-01,2.015750e+00
5.175000e+02,-1.024825e+00,1.816926e+00
5.177500e+02,-1.118926e+00,1.603824e+00
5.180000e+02,-1.180157e+00,1.380939e+00
5.182500e+02,-1.208009e+00,1.152308e+00
5.185000e+02,-1.202750e+00,9.223117e-01
5.187500e+02,-1.165583e+00,6.962560e-01
5.190000e+02,-1.098754e+00,4.803649e-01
5.192500e+02,-1.005519e+00,2.811033e-01
5.195000e+02,-8.899770e-01,1.040306e-01
5.197500e+02,-7.568002e-01,-4.740121e-02
5.200000e+02,-6.109468e-01,-1.726741e-01
5.202500e+02,-4.574191e-01,-2.743792e-01
5.205000e+02,-3.010963e-01,-3.577167e-01
5.207500e+02,-1.466235e-01,-4.295154e-01
5.210000e+02,1.686631e-03,-4.970759e-01
5.212500e+02,1.399715e-01,-5.671149e-01
5.215000e+02,2.649495e-01,-6.449783e-01
5.217500e+02,3.740196e-01,-7.341688e-01
5.220000e+02,4.652748e-01,-8.361607e-01
5.222500e+02,5.373998e-01,-9.504630e-01
5.225000e+02,5.894801e-01,-1.074902e+00
5.227500e+02,6.208060e-01,-1.206091e+00
5.230000e+02,6.307757e-01,-1.340016e+00
5.232500e+02,6.189762e-01,-1.472590e+00
5.235000e+02,5.854456e-01,-1.600016e+00
5.237500e+02,5.310363e-01,-1.718825e+00
5.240000e+02,4.577388e-01,-1.825583e+00
5.242500e+02,3.688227e-01,-1.916405e+00
5.245000e+02,2.687063e-01,-1.986536e+00
5.247500e+02,1.625597e-01,-2.030241e+00
5.250000e+02,5.573526e-02,-2.041145e+00
5.252500e+02,-4.683242e-02,-2.012977e+00
5.255000e+02,-1.411179e-01,-1.940487e+00
5.257500e+02,-2.243021e-01,-1.820258e+00
5.260000e+02,-2.948561e-01,-1.651170e+00
5.262500e+02,-3.524475e-01,-1.434448e+00
5.265000e+02,-3.977234e-01,-1.173378e+00
5.267500e+02,-4.320148e-01,-8.728788e-01
5.270000e+02,-4.569873e-01,-5.391029e-01
5.272500e+02,-4.742519e-01,-1.791447e-01
5.275000e+02,-4.849672e-01,1.991697e-01
5.277500e+02,-4.894940e-01,5.875017e-01
5.280000e+02,-4.871900e-01,9.772815e-01
5.282500e+02,-4.764278e-01,1.360018e+00
5.285000e+02,-4.548738e-01,1.727530e+00
5.287500e+02,-4.199883e-01,2.071979e+00
5.290000e+02,-3.696313e-01,2.385688e+00
5.292500e+02,-3.026111e-01,2.660857e+00
5.295000e+02,-2.190275e-01,2.889400e+00
5.297500e+02,-1.203280e-01,3.063139e+00
5.300000e+02,-9.095253e-03,3.174431e+00
5.302500e+02,1.113271e-01,3.217143e+00
5.305000e+02,2.372181e-01,3.187660e+00
5.307500e+02,3.647398e-01,3.085584e+00
5.310000e+02,4.900147e-01,2.913849e+00
5.312500e+02,6.090508e-01,2.678203e+00
5.315000e+02,7.176244e-01,2.386267e+00
5.317500e+02,8.112528e-01,2.046493e+00
5.320000e+02,8.853576e-01,1.667356e+00
5.322500e+02,9.356417e-01,1.256983e+00
5.325000e+02,9.586116e-01,8.231625e-01
5.327500e+02,9.521091e-01,3.735868e-01
5.330000e+02,9.156994e-01,-8.392604e-02
5.332500e+02,8.507995e-01,-5.413522e-01
5.335000e+02,7.605118e-01,-9.905400e-01
5.337500e+02,6.492162e-01,-1.423341e+00
5.340000e+02,5.220452e-01,-1.831681e+00
5.342500e+02,3.843836e-01,-2.207528e+00
5.345000e+02,2.415028e-01,-2.542858e+00
5.347500e+02,9.836184e-02,-2.829734e+00
5.350000e+02,-4.047095e-02,-3.060647e+00
5.352500e+02,-1.708791e-01,-3.229101e+00
5.355000e+02,-2.893437e-01,-3.330295e+00
5.357500e+02,-3.932163e-01,-3.361679e+00
5.360000e+02,-4.810699e-01,-3.323173e+00
5.362500e+02,-5.529909e-01,-3.216990e+00
5.365000e+02,-6.106423e-01,-3.047166e+00
5.367500e+02,-6.569711e-01,-2.819017e+00
5.370000e+02,-6.955491e-01,-2.538744e+00
5.372500e+02,-7.296765e-01,-2.213299e+00
5.375000e+02,-7.614954e-01,-1.850436e+00
5.377500e+02,-7.913860e-01,-1.458778e+00
5.380000e+02,-8.178407e-01,-1.047713e+00
5.382500e+02,-8.378531e-01,-6.270130e-01
5.385000e+02,-8.476792e-01,-2.062866e-01
5.387500e+02,-8.437042e-01,2.055728e-01
5.390000e+02,-8.231312e-01,6.007127e-01
5.392500e+02,-7.843087e-01,9.723356e-01
5.395000e+02,-7.266806e-01,1.314464e+00
5.397500e+02,-6.505050e-01,1.621659e+00
5.400000e+02,-5.565693e-01,1.888915e+00
5.402500e+02,-4.460939e-01,2.111850e+00
5.405000e+02,-3.208897e-01,2.287135e+00
5.407500e+02,-1.836766e-01,2.412962e+00
5.410000e+02,-3.836039e-02,2.489310e+00
5.412500e+02,1.099346e-01,2.517837e+00
5.415000e+02,2.551828e-01,2.501438e+00
5.417500e+02,3.910723e-01,2.443633e+00
5.420000e+02,5.117347e-01,2.348056e+00
5.422500e+02,6.123611e-01,2.218252e+00
5.425000e+02,6.895418e-01,2.057824e+00
5.427500e+02,7.413006e-01,1.870815e+00
5.430000e+02,7.669366e-01,1.662108e+00
5.432500e+02,7.668514e-01,1.437607e+00
5.435000e+02,7.425123e-01,1.204096e+00
5.437500e+02,6.965819e-01,9.687845e-01
5.440000e+02,6.331114e-01,7.386684e-01
5.442500e+02,5.576105e-01,5.198622e-01
5.445000e+02,4.768201e-01,3.170364e-01
5.447500e+02,3.981212e-01,1.330311e-01
5.450000e+02,3.286637e-01,-3.131284e-02
5.452500e+02,2.744173e-01,-1.770721e-01
5.455000e+02,2.393855e-01,-3.068720e-01
5.457500e+02,2.251626e-01,-4.242216e-01
5.460000e+02,2.308927e-01,-5.326222e-01
5.462500e+02,2.535628e-01,-6.346357e-01
5.465000e+02,2.884866e-01,-7.311887e-01
5.467500e+02,3.298397e-01,-8.213823e-01
5.470000e+02,3.711583e-01,-9.029422e-01
5.472500e+02,4.057927e-01,-9.732126e-01
5.475000e+02,4.273455e-01,-1.030354e+00
5.477500e+02,4.301260e-01,-1.074279e+00
5.480000e+02,4.096068e-01,-1.106935e+00
5.482500e+02,3.628293e-01,-1.131784e+00
5.485000e+02,2.886829e-01,-1.152664e+00
5.487500e+02,1.880085e-01,-1.172529e+00
5.490000e+02,6.352485e-02,-1.192573e+00
5.492500e+02,-8.038187e-02,-1.212141e+00
5.495000e+02,-2.379470e-01,-1.229418e+00
5.497500e+02,-4.023594e-01,-1.242582e+00
5.500000e+02,-5.661367e-01,-1.250812e+00
5.502500e+02,-7.215663e-01,-1.254676e+00
5.505000e+02,-8.612197e-01,-1.255627e+00
5.507500e+02,-9.785014e-01,-1.254799e+00
5.510000e+02,-1.068138e+00,-1.251603e+00
5.512500e+02,-1.126496e+00,-1.242763e+00
5.515000e+02,-1.151635e+00,-1.222250e+00
5.517500e+02,-1.143124e+00,-1.182253e+00
5.520000e+02,-1.101690e+00,-1.114889e+00
5.522500e+02,-1.028883e+00,-1.014099e+00
5.525000e+02,-9.268823e-01,-8.771149e-01
5.527500e+02,-7.985186e-01,-7.050711e-01
5.530000e+02,-6.474356e-01,-5.026797e-01
5.532500e+02,-4.782558e-01,-2.771828e-01
5.535000e+02,-2.965779e-01,-3.701582e-02
5.537500e+02,-1.087186e-01,2.093832e-01
5.540000e+02,7.876784e-02,4.543278e-01
5.542500e+02,2.596506e-01,6.911292e-01
5.545000e+02,4.284763e-01,9.139555e-01
5.547500e+02,5.807840e-01,1.117532e+00
5.550000e+02,7.130664e-01,1.296901e+00
5.552500e+02,8.225845e-01,1.447371e+00
5.555000e+02,9.072036e-01,1.564690e+00
5.557500e+02,9.653913e-01,1.645365e+00
5.560000e+02,9.964043e-01,1.687029e+00
5.562500e+02,1.000569e+00,1.688759e+00
